investment_id,customer_id,advisor_id,fund_name,fund_type,investment_amount,current_value,inception_date,last_valuation_date,return_ytd_pct,return_1yr_pct,risk_rating,region
INV-00150,CUS-0177,ADV-0023,Manulife Canadian Bond,Bond,1127006.95,1404409.4,2024-03-26,2026-03-16,-5.89,8.0,3,Global
INV-00151,CUS-0132,ADV-0005,Manulife International Equity,Equity,1480671.56,1573131.79,2024-10-24,2026-04-18,-14.43,2.7,1,North America
INV-00152,CUS-0043,ADV-0017,Manulife Canadian Bond,Bond,1740149.6,2440983.69,2022-06-15,2026-03-11,16.09,23.36,3,Global
INV-00153,CUS-0036,ADV-0024,Manulife International Equity,Equity,801814.29,911492.84,2022-05-06,2026-03-18,11.69,-0.43,3,Asia Pacific
INV-00154,CUS-0145,ADV-0025,Manulife Tech Innovation,Equity,583942.58,2825653.09,2020-10-16,2026-03-24,-2.22,-12.85,3,Asia Pacific
INV-00155,CUS-0121,ADV-0019,Manulife Real Estate Fund,Real Estate,1872723.99,5687837.12,2021-03-07,2026-04-15,-2.15,10.88,4,North America
INV-00156,CUS-0082,ADV-0010,Manulife T-Bill Fund,Money Market,304946.41,335612.13,2021-01-02,2026-04-14,23.55,20.48,2,North America
INV-00157,CUS-0138,ADV-0008,Manulife Real Estate Fund,Real Estate,193955.56,158692.5,2021-11-08,2026-03-23,-4.1,22.59,3,Europe
INV-00158,CUS-0071,ADV-0013,Manulife Balanced Growth,Balanced,1823463.89,2280138.54,2024-08-07,2026-04-09,-8.07,15.68,4,Asia Pacific
INV-00159,CUS-0144,ADV-0009,Manulife International Equity,Equity,1320438.3,1844655.45,2023-08-06,2026-04-06,5.65,5.82,2,Global
INV-00160,CUS-0085,ADV-0026,Manulife Strategic Bond,Bond,1707533.44,1618852.33,2024-04-30,2026-04-09,-13.0,-12.15,4,Global
INV-00161,CUS-0054,ADV-0006,Manulife Tech Innovation,Equity,1567813.01,3134558.02,2020-01-06,2026-03-31,3.26,9.22,4,Asia Pacific
INV-00162,CUS-0020,ADV-0012,Manulife US Equity Growth,Equity,1025852.0,1061718.93,2020-10-07,2026-03-20,-7.49,13.56,3,North America
INV-00163,CUS-0062,ADV-0019,Manulife International Equity,Equity,757732.56,661855.5,2022-03-16,2026-03-06,9.48,1.48,4,Europe
INV-00164,CUS-0043,ADV-0025,Manulife High Yield Bond,Bond,290053.58,447397.11,2023-12-27,2026-04-20,-4.47,11.98,2,North America
INV-00165,CUS-0143,ADV-0026,Manulife T-Bill Fund,Money Market,699620.08,1093311.5,2023-08-28,2026-03-28,4.71,-10.47,2,Europe
INV-00166,CUS-0098,ADV-0013,Manulife Moderate Balanced,Balanced,1866718.93,3214509.08,2021-01-01,2026-04-03,8.78,6.77,2,Asia Pacific
INV-00167,CUS-0085,ADV-0009,Manulife Emerging Markets,Equity,740890.52,798021.09,2025-02-08,2026-04-11,21.55,4.55,3,North America
INV-00168,CUS-0179,ADV-0030,Manulife High Yield Bond,Bond,1252414.47,1584686.97,2021-07-15,2026-04-15,18.15,2.97,5,Global
INV-00169,CUS-0126,ADV-0022,Manulife Tech Innovation,Equity,1501122.32,1391814.17,2022-08-27,2026-04-15,-4.54,16.16,2,Europe
INV-00170,CUS-0034,ADV-0025,Manulife Global Equity,Equity,1668958.54,2803739.51,2022-05-09,2026-03-04,9.83,15.86,3,Asia Pacific
INV-00171,CUS-0050,ADV-0021,Manulife Target Date 2035,Balanced,38265.54,56028.67,2024-02-19,2026-04-16,-9.76,-0.65,5,North America
INV-00172,CUS-0171,ADV-0029,Manulife Money Market,Money Market,1676244.76,3975010.34,2022-05-02,2026-04-18,2.08,3.15,3,Asia Pacific
INV-00173,CUS-0022,ADV-0029,Manulife Tech Innovation,Equity,93794.32,70381.01,2022-06-27,2026-04-23,-4.2,-7.35,5,Asia Pacific
INV-00174,CUS-0071,ADV-0003,Manulife International Equity,Equity,239840.57,460516.4,2021-12-19,2026-04-06,-11.37,11.8,5,North America
INV-00175,CUS-0030,ADV-0028,Manulife Global Equity,Equity,1460453.0,2828798.53,2021-01-08,2026-03-01,13.34,27.0,2,Asia Pacific
INV-00176,CUS-0118,ADV-0023,Manulife Global Equity,Equity,1449932.15,1503344.14,2024-12-01,2026-03-13,3.81,29.86,4,Europe
INV-00177,CUS-0080,ADV-0007,Manulife US Equity Growth,Equity,1413298.36,2097089.09,2022-02-15,2026-03-18,7.46,3.56,4,Europe
INV-00178,CUS-0076,ADV-0013,Manulife High Yield Bond,Bond,881998.66,1230370.95,2023-11-29,2026-03-23,9.77,13.17,4,Global
INV-00179,CUS-0162,ADV-0015,Manulife Tech Innovation,Equity,1899581.93,2015906.5,2020-03-16,2026-03-23,1.13,-27.73,3,Asia Pacific
INV-00180,CUS-0054,ADV-0009,Manulife Conservative Balanced,Balanced,1937138.46,1546234.29,2023-12-03,2026-03-06,-9.0,0.7,3,Europe
INV-00181,CUS-0067,ADV-0016,Manulife Canadian Bond,Bond,525387.6,1022434.0,2022-08-15,2026-04-07,-1.05,-2.26,3,Global
INV-00182,CUS-0169,ADV-0030,Manulife Strategic Bond,Bond,72530.32,69802.02,2025-01-19,2026-03-01,0.1,-9.12,2,Global
INV-00183,CUS-0086,ADV-0027,Manulife Conservative Balanced,Balanced,1806444.85,2409677.92,2023-08-19,2026-03-02,10.45,14.87,3,Global
INV-00184,CUS-0152,ADV-0009,Manulife Strategic Bond,Bond,872762.11,1353025.68,2023-11-23,2026-04-16,-8.73,20.45,3,Asia Pacific
INV-00185,CUS-0124,ADV-0004,Manulife Money Market,Money Market,85057.29,161864.97,2021-09-06,2026-03-27,0.98,32.17,3,Asia Pacific
INV-00186,CUS-0148,ADV-0022,Manulife Money Market,Money Market,61967.57,54957.65,2023-04-29,2026-04-14,-14.53,4.92,5,Europe
INV-00187,CUS-0146,ADV-0005,Manulife Small Cap Canada,Equity,1328495.81,2037031.45,2020-09-23,2026-04-21,0.92,24.95,3,Global
INV-00188,CUS-0043,ADV-0010,Manulife Real Estate Fund,Real Estate,1318924.16,3643627.9,2020-01-02,2026-03-06,5.01,14.02,2,Europe
INV-00189,CUS-0112,ADV-0013,Manulife Global Equity,Equity,493241.38,468599.35,2024-01-23,2026-03-07,-10.68,-2.62,3,Global
INV-00190,CUS-0179,ADV-0008,Manulife Canadian Bond,Bond,947250.37,1139137.76,2025-02-12,2026-04-18,-2.86,16.39,5,Global
INV-00191,CUS-0033,ADV-0030,Manulife Conservative Balanced,Balanced,1870848.48,1809073.01,2024-04-11,2026-03-28,7.69,3.28,3,North America
INV-00192,CUS-0089,ADV-0022,Manulife Global REIT,Real Estate,1482156.09,2600806.81,2023-10-03,2026-03-12,-1.35,2.61,4,Asia Pacific
INV-00193,CUS-0093,ADV-0005,Manulife Conservative Balanced,Balanced,1647360.09,1212159.53,2022-10-23,2026-04-01,-5.05,21.85,2,Europe
INV-00194,CUS-0078,ADV-0010,Manulife T-Bill Fund,Money Market,682475.38,613004.39,2020-07-09,2026-03-20,-1.28,-3.41,3,Global
INV-00195,CUS-0009,ADV-0028,Manulife High Yield Bond,Bond,1910259.06,2127351.47,2025-05-17,2026-03-06,10.78,1.34,3,North America
INV-00196,CUS-0168,ADV-0019,Manulife Money Market,Money Market,1614796.66,1805753.01,2024-07-03,2026-03-25,5.73,12.34,4,North America
INV-00197,CUS-0125,ADV-0028,Manulife Money Market,Money Market,1543862.52,1799825.35,2022-05-15,2026-03-29,9.35,-3.86,3,Global
INV-00198,CUS-0183,ADV-0015,Manulife Conservative Balanced,Balanced,1072373.21,985851.5,2024-09-24,2026-04-04,-5.77,22.81,4,North America
INV-00199,CUS-0039,ADV-0030,Manulife Canadian Equity,Equity,1896661.43,2309863.67,2021-11-21,2026-03-30,-2.46,-9.5,3,Global
INV-00200,CUS-0073,ADV-0022,Manulife US Equity Growth,Equity,1736453.95,2341475.22,2020-09-05,2026-04-13,1.02,7.95,3,Global
INV-00201,CUS-0087,ADV-0012,Manulife Balanced Growth,Balanced,1639242.84,1630663.39,2024-04-19,2026-03-20,2.17,5.6,3,North America
INV-00202,CUS-0092,ADV-0004,Manulife US Equity Growth,Equity,1478667.21,1956442.03,2022-12-24,2026-03-09,3.53,12.03,4,Global
INV-00203,CUS-0111,ADV-0026,Manulife High Yield Bond,Bond,1943846.29,2273205.74,2021-12-08,2026-04-22,-2.05,17.41,3,Global
INV-00204,CUS-0011,ADV-0023,Manulife Global Equity,Equity,748726.68,395822.21,2021-10-30,2026-04-21,16.76,33.24,4,Global
INV-00205,CUS-0132,ADV-0009,Manulife Global Equity,Equity,1855243.9,2495776.44,2021-11-22,2026-04-16,-4.88,36.12,4,North America
INV-00206,CUS-0111,ADV-0019,Manulife Emerging Markets,Equity,387329.06,471357.35,2024-06-13,2026-04-04,3.03,17.18,4,Europe
INV-00207,CUS-0178,ADV-0006,Manulife US Equity Growth,Equity,1148805.35,1929283.06,2022-02-05,2026-03-18,21.78,4.16,3,North America
INV-00208,CUS-0155,ADV-0007,Manulife Money Market,Money Market,366614.52,480802.89,2025-02-06,2026-03-02,3.32,8.18,4,Europe
INV-00209,CUS-0071,ADV-0012,Manulife High Yield Bond,Bond,1200163.5,2177791.98,2022-08-05,2026-03-15,2.44,7.41,1,Asia Pacific
INV-00210,CUS-0187,ADV-0020,Manulife Target Date 2035,Balanced,923985.08,1071702.53,2024-08-20,2026-03-25,-5.95,14.71,3,North America
INV-00211,CUS-0088,ADV-0025,Manulife Conservative Balanced,Balanced,696000.8,537596.05,2021-10-16,2026-03-11,6.55,6.61,4,Asia Pacific
INV-00212,CUS-0104,ADV-0020,Manulife US Equity Growth,Equity,1705321.9,1650556.73,2023-09-15,2026-03-23,14.57,3.59,1,Asia Pacific
INV-00213,CUS-0078,ADV-0013,Manulife Balanced Growth,Balanced,634099.48,711882.89,2024-03-17,2026-04-06,1.76,1.87,3,North America
INV-00214,CUS-0193,ADV-0020,Manulife Balanced Growth,Balanced,1489383.78,1580595.97,2023-02-13,2026-03-09,11.24,6.25,3,North America
INV-00215,CUS-0025,ADV-0026,Manulife Money Market,Money Market,426553.82,853826.25,2021-03-23,2026-03-26,7.74,20.53,3,Asia Pacific
INV-00216,CUS-0193,ADV-0023,Manulife Canadian Bond,Bond,1801415.52,1273514.72,2022-05-06,2026-03-07,1.02,27.25,4,Asia Pacific
INV-00217,CUS-0129,ADV-0016,Manulife International Equity,Equity,787385.87,1285426.17,2022-12-26,2026-03-11,-3.74,-14.87,5,Europe
INV-00218,CUS-0103,ADV-0006,Manulife Balanced Growth,Balanced,1067668.08,2112582.43,2020-01-07,2026-04-13,-1.0,18.58,5,Global
INV-00219,CUS-0149,ADV-0019,Manulife T-Bill Fund,Money Market,839447.81,896755.53,2025-06-18,2026-03-06,5.3,9.66,3,Global
INV-00220,CUS-0006,ADV-0003,Manulife Conservative Balanced,Balanced,503631.8,922130.54,2023-06-02,2026-03-24,-4.7,1.28,1,Global
INV-00221,CUS-0142,ADV-0017,Manulife Dividend Income,Equity,390098.0,499750.53,2024-11-03,2026-04-15,-1.09,5.5,5,Asia Pacific
INV-00222,CUS-0034,ADV-0008,Manulife Balanced Growth,Balanced,1789419.09,1611110.68,2020-05-12,2026-04-13,5.87,19.86,3,Europe
INV-00223,CUS-0046,ADV-0008,Manulife Real Estate Fund,Real Estate,1284551.62,2070160.99,2022-10-21,2026-03-30,-10.9,25.23,4,North America
INV-00224,CUS-0002,ADV-0030,Manulife US Equity Growth,Equity,1355360.39,988534.58,2023-10-28,2026-03-25,21.16,-22.27,1,Global
INV-00225,CUS-0067,ADV-0029,Manulife International Equity,Equity,1433010.73,429903.219,2020-09-04,2026-04-16,-11.49,4.17,1,Global
INV-00226,CUS-0186,ADV-0016,Manulife US Equity Growth,Equity,801861.73,627425.92,2022-01-14,2026-03-28,13.62,-0.45,4,North America
INV-00227,CUS-0038,ADV-0012,Manulife High Yield Bond,Bond,1651331.04,1903312.59,2024-04-01,2026-03-10,-0.39,13.04,5,Global
INV-00228,CUS-0054,ADV-0025,Manulife High Yield Bond,Bond,663401.24,1707917.78,2020-07-17,2026-04-01,0.43,-5.46,4,Asia Pacific
INV-00229,CUS-0088,ADV-0027,Manulife Balanced Growth,Balanced,892120.77,1160149.08,2023-11-12,2026-03-09,-8.57,-7.66,2,Asia Pacific
INV-00230,CUS-0007,ADV-0025,Manulife Global Bond,Bond,744847.98,747909.28,2024-12-07,2026-03-11,-0.82,14.56,3,Asia Pacific
INV-00231,CUS-0122,ADV-0014,Manulife Real Estate Fund,Real Estate,593284.83,692330.29,2023-10-10,2026-03-17,-8.82,13.04,3,North America
INV-00232,CUS-0055,ADV-0019,Manulife Strategic Bond,Bond,300984.91,572235.64,2021-09-12,2026-04-17,11.09,7.86,4,Global
INV-00233,CUS-0123,ADV-0013,Manulife Target Date 2035,Balanced,344968.2,358558.44,2025-01-17,2026-03-25,7.36,13.26,4,Global
INV-00234,CUS-0166,ADV-0001,Manulife Tech Innovation,Equity,1052847.56,1032865.98,2024-11-18,2026-04-12,11.21,29.83,5,Asia Pacific
INV-00235,CUS-0058,ADV-0013,Manulife Balanced Growth,Balanced,452498.43,535355.34,2021-02-26,2026-04-01,17.16,11.25,3,North America
INV-00236,CUS-0192,ADV-0014,Manulife Dividend Income,Equity,460600.78,403458.03,2025-01-13,2026-04-10,6.97,23.95,1,Asia Pacific
INV-00237,CUS-0130,ADV-0002,Manulife Global Equity,Equity,1108802.54,592404.11,2021-07-09,2026-03-29,0.65,29.18,3,Europe
INV-00238,CUS-0063,ADV-0008,Manulife High Yield Bond,Bond,1480174.38,1076944.25,2024-06-20,2026-03-15,-0.79,-9.17,4,Global
INV-00239,CUS-0046,ADV-0003,Manulife US Equity Growth,Equity,1220229.73,1240486.91,2025-06-28,2026-03-09,2.38,15.32,3,North America
INV-00240,CUS-0054,ADV-0020,Manulife Global Bond,Bond,1173426.4,3981496.58,2021-05-14,2026-04-20,-4.3,0.45,1,North America
INV-00241,CUS-0051,ADV-0010,Manulife Global REIT,Real Estate,886586.65,967613.94,2020-08-26,2026-04-06,4.05,-6.72,1,Global
INV-00242,CUS-0029,ADV-0027,Manulife Real Estate Fund,Real Estate,1287041.57,1246397.13,2024-05-11,2026-03-30,-6.13,-2.03,5,Asia Pacific
INV-00243,CUS-0194,ADV-0023,Manulife T-Bill Fund,Money Market,545132.69,540695.99,2023-05-16,2026-03-20,-1.74,-2.75,2,Europe
INV-00244,CUS-0088,ADV-0027,Manulife High Yield Bond,Bond,1124722.31,1365345.74,2023-10-20,2026-03-12,0.39,19.05,3,Asia Pacific
INV-00245,CUS-0131,ADV-0016,Manulife Global REIT,Real Estate,330446.09,605335.05,2022-10-12,2026-03-22,6.91,-2.2,3,Europe
INV-00246,CUS-0050,ADV-0027,Manulife Emerging Markets,Equity,467446.59,831640.98,2024-04-11,2026-04-03,1.1,16.59,3,Asia Pacific
INV-00247,CUS-0157,ADV-0006,Manulife Canadian Bond,Bond,1345415.03,1497255.29,2023-03-15,2026-04-09,8.17,1.14,4,Asia Pacific
INV-00248,CUS-0133,ADV-0008,Manulife Global REIT,Real Estate,1192483.14,1589660.08,2023-08-31,2026-03-17,-7.67,16.64,3,Asia Pacific
INV-00249,CUS-0095,ADV-0014,Manulife Small Cap Canada,Equity,670775.72,528485.76,2021-09-19,2026-04-18,14.01,-5.0,3,Global
INV-00250,CUS-0015,ADV-0009,Manulife T-Bill Fund,Money Market,1293356.46,2025957.41,2021-12-25,2026-03-02,9.14,17.21,4,Europe
INV-00251,CUS-0054,ADV-0026,Manulife High Yield Bond,Bond,1665940.71,3826087.24,2021-08-26,2026-03-13,4.75,-4.34,4,Global
INV-00252,CUS-0071,ADV-0026,Manulife Emerging Markets,Equity,490059.94,1257007.26,2020-06-01,2026-04-07,-0.68,19.2,3,North America
INV-00253,CUS-0200,ADV-0002,Manulife Money Market,Money Market,1919664.75,2140985.68,2023-11-09,2026-03-07,-2.34,22.89,1,Asia Pacific
INV-00254,CUS-0071,ADV-0026,Manulife International Equity,Equity,879058.12,1111695.96,2022-01-26,2026-03-05,1.57,20.25,3,Global
INV-00255,CUS-0039,ADV-0027,Manulife Small Cap Canada,Equity,601216.98,770271.1,2023-04-22,2026-04-12,6.77,7.47,2,Asia Pacific
INV-00256,CUS-0177,ADV-0025,Manulife Canadian Equity,Equity,1545340.93,4772645.17,2020-10-14,2026-04-17,16.28,15.73,3,Asia Pacific
INV-00257,CUS-0198,ADV-0024,Manulife Real Estate Fund,Real Estate,1769747.51,2268941.47,2024-03-10,2026-04-15,11.73,-3.47,2,North America
INV-00258,CUS-0036,ADV-0002,Manulife Emerging Markets,Equity,824504.01,1057917.74,2023-08-08,2026-04-23,-3.84,15.4,3,Asia Pacific
INV-00259,CUS-0005,ADV-0010,Manulife Strategic Bond,Bond,1991330.66,5582525.8,2022-06-14,2026-04-06,-0.56,0.05,3,North America
INV-00260,CUS-0189,ADV-0006,Manulife Global Equity,Equity,188826.32,336787.63,2023-03-03,2026-04-21,-0.15,4.9,3,North America
INV-00261,CUS-0147,ADV-0016,Manulife Real Estate Fund,Real Estate,1302097.13,1657111.8,2023-06-03,2026-03-29,6.4,-1.93,4,Europe
INV-00262,CUS-0167,ADV-0027,Manulife Conservative Balanced,Balanced,367439.28,158640.2,2020-05-29,2026-04-14,-4.34,0.99,4,Global
INV-00263,CUS-0006,ADV-0005,Manulife Money Market,Money Market,591158.51,564108.48,2023-03-23,2026-03-17,-2.08,17.57,4,Asia Pacific
INV-00264,CUS-0137,ADV-0013,Manulife Real Estate Fund,Real Estate,1332476.73,1616356.26,2023-08-31,2026-04-15,4.81,-8.56,4,Europe
INV-00265,CUS-0049,ADV-0005,Manulife Small Cap Canada,Equity,620420.92,1517034.55,2021-02-26,2026-04-04,9.35,10.2,3,North America
INV-00266,CUS-0084,ADV-0015,Manulife Conservative Balanced,Balanced,464057.19,494106.56,2025-03-16,2026-03-18,5.24,16.86,2,Europe
INV-00267,CUS-0198,ADV-0016,Manulife Moderate Balanced,Balanced,278937.77,730135.77,2020-02-25,2026-04-17,-1.61,12.87,4,Europe
INV-00268,CUS-0098,ADV-0021,Manulife US Equity Growth,Equity,879900.97,782138.09,2022-07-04,2026-04-22,7.86,26.54,2,Europe
INV-00269,CUS-0130,ADV-0013,Manulife Strategic Bond,Bond,1035409.88,1317072.71,2024-01-23,2026-04-17,8.19,25.36,5,Global
INV-00270,CUS-0049,ADV-0004,Manulife Canadian Bond,Bond,1600583.47,1584185.54,2020-07-04,2026-03-30,-0.41,14.1,1,Global
INV-00271,CUS-0108,ADV-0030,Manulife Money Market,Money Market,1715698.68,1545921.53,2025-05-23,2026-04-11,18.78,13.62,3,North America
INV-00272,CUS-0167,ADV-0023,Manulife Money Market,Money Market,945366.11,893318.17,2024-11-28,2026-03-21,9.61,4.1,1,Europe
INV-00273,CUS-0046,ADV-0028,Manulife Strategic Bond,Bond,260256.86,678719.2,2020-01-19,2026-03-14,13.73,7.33,4,Asia Pacific
INV-00274,CUS-0096,ADV-0019,Manulife Target Date 2035,Balanced,1647385.16,1835431.1,2022-04-29,2026-03-10,-0.83,10.61,4,Europe
INV-00275,CUS-0094,ADV-0009,Manulife Emerging Markets,Equity,328935.56,308850.71,2024-05-29,2026-04-09,3.61,-11.54,3,North America
INV-00276,CUS-0085,ADV-0015,Manulife Canadian Equity,Equity,943652.14,800972.05,2024-12-25,2026-03-03,3.08,0.33,3,Europe
INV-00277,CUS-0041,ADV-0016,Manulife Emerging Markets,Equity,700589.48,1183884.6,2020-01-31,2026-03-27,11.73,35.89,4,Global
INV-00278,CUS-0035,ADV-0009,Manulife Target Date 2035,Balanced,1275526.2,1757109.6,2024-07-15,2026-03-09,0.11,19.52,3,Asia Pacific
INV-00279,CUS-0158,ADV-0028,Manulife Emerging Markets,Equity,988139.41,1622105.11,2022-09-05,2026-03-10,-5.59,17.15,2,North America
INV-00280,CUS-0191,ADV-0008,Manulife Emerging Markets,Equity,810657.87,1167552.59,2024-01-08,2026-03-17,6.36,3.31,2,Asia Pacific
INV-00281,CUS-0085,ADV-0012,Manulife Real Estate Fund,Real Estate,1183615.39,502873.76,2023-09-30,2026-03-28,0.99,4.3,3,Europe
INV-00282,CUS-0149,ADV-0007,Manulife US Equity Growth,Equity,1812498.99,3294922.0,2024-03-11,2026-03-12,1.62,9.49,1,North America
INV-00283,CUS-0061,ADV-0029,Manulife Tech Innovation,Equity,648452.09,516598.83,2022-03-23,2026-04-06,-0.53,-2.4,3,Europe
INV-00284,CUS-0117,ADV-0027,Manulife Target Date 2035,Balanced,1094029.46,2755228.93,2021-06-22,2026-04-02,8.28,13.55,5,Asia Pacific
INV-00285,CUS-0048,ADV-0012,Manulife High Yield Bond,Bond,1614942.06,1113996.23,2021-11-29,2026-04-18,4.3,-2.24,3,North America
INV-00286,CUS-0094,ADV-0016,Manulife T-Bill Fund,Money Market,55700.91,44122.64,2023-08-08,2026-04-23,0.07,5.56,2,Asia Pacific
INV-00287,CUS-0033,ADV-0006,Manulife Moderate Balanced,Balanced,907866.82,328743.51,2021-09-20,2026-03-26,-2.73,38.32,4,Europe
INV-00288,CUS-0037,ADV-0022,Manulife Global Bond,Bond,38354.88,38554.47,2024-05-08,2026-04-19,2.72,-4.16,2,North America
INV-00289,CUS-0137,ADV-0006,Manulife Moderate Balanced,Balanced,464694.97,868727.76,2023-01-09,2026-04-10,0.29,3.12,3,Europe
INV-00290,CUS-0193,ADV-0009,Manulife Small Cap Canada,Equity,1884673.02,2646966.6,2023-01-12,2026-03-04,-8.71,-8.08,5,Global
INV-00291,CUS-0076,ADV-0010,Manulife Money Market,Money Market,1045888.39,980243.48,2025-01-19,2026-03-01,7.82,-1.38,1,Asia Pacific
INV-00292,CUS-0054,ADV-0005,Manulife Target Date 2035,Balanced,1918755.13,3666891.44,2023-05-01,2026-03-31,11.16,11.48,4,Europe
INV-00293,CUS-0101,ADV-0009,Manulife Tech Innovation,Equity,840923.51,827060.74,2023-08-16,2026-03-09,0.21,1.93,4,North America
INV-00294,CUS-0186,ADV-0009,Manulife Strategic Bond,Bond,1346273.05,1537118.75,2025-04-18,2026-04-18,4.71,13.4,3,North America
INV-00295,CUS-0134,ADV-0004,Manulife Balanced Growth,Balanced,209711.36,193469.66,2022-12-09,2026-04-04,-3.03,1.6,4,Global
INV-00296,CUS-0040,ADV-0009,Manulife Global Equity,Equity,1958090.95,1916374.9,2024-12-07,2026-03-03,9.69,1.15,3,Asia Pacific
INV-00297,CUS-0029,ADV-0008,Manulife Real Estate Fund,Real Estate,1172032.26,2405496.13,2022-05-22,2026-04-03,-5.11,12.58,2,Asia Pacific
INV-00298,CUS-0062,ADV-0004,Manulife Global REIT,Real Estate,1404690.1,1132499.41,2024-09-09,2026-04-19,1.01,8.69,2,Asia Pacific
INV-00299,CUS-0065,ADV-0028,Manulife Dividend Income,Equity,842192.49,2257238.84,2021-11-04,2026-04-01,-16.07,11.8,2,Global
INV-00300,CUS-0057,ADV-0025,Manulife Strategic Bond,Bond,1332928.83,1913214.11,2022-06-07,2026-04-01,14.57,19.71,3,Global
