transaction_id,customer_id,policy_id,investment_id,transaction_type,amount,transaction_date,payment_method,status,reference_number
TXN-000600,CUS-0026,POL-00047,,Claim Payout,12407.7,2023-09-15,EFT,Completed,REF-19101470
TXN-000601,CUS-0013,,INV-00229,Investment Redemption,29631.46,2025-03-29,Cheque,Completed,REF-15013131
TXN-000602,CUS-0168,POL-00328,,Premium Payment,3808.8,2022-08-24,EFT,Completed,REF-85553948
TXN-000603,CUS-0182,,INV-00139,Investment Redemption,28921.36,2023-07-14,EFT,Completed,REF-52502178
TXN-000604,CUS-0011,,INV-00131,Investment Redemption,30722.64,2025-08-17,Cheque,Completed,REF-96783043
TXN-000605,CUS-0128,,,Fee,465.34,2024-06-05,Wire,Completed,REF-95749236
TXN-000606,CUS-0017,POL-00030,,Premium Payment,2724.12,2025-03-12,EFT,Completed,REF-65643484
TXN-000607,CUS-0143,POL-00276,,Claim Payout,146782.78,2023-04-13,Wire,Completed,REF-23364967
TXN-000608,CUS-0125,POL-00239,,Premium Payment,788.53,2020-07-20,Cheque,Completed,REF-43318451
TXN-000609,CUS-0045,POL-00082,,Premium Payment,1421.28,2024-11-24,Cheque,Completed,REF-88230673
TXN-000610,CUS-0030,,INV-00229,Investment Purchase,80894.33,2020-10-01,Cheque,Completed,REF-32165081
TXN-000611,CUS-0170,,,Fee,78.39,2022-05-27,Wire,Completed,REF-82551437
TXN-000612,CUS-0028,,,Fee,53.62,2020-08-12,EFT,Pending,REF-94667848
TXN-000613,CUS-0161,,,Fee,137.15,2026-02-13,EFT,Failed,REF-41569450
TXN-000614,CUS-0180,POL-00349,,Claim Payout,159820.1,2025-10-02,Wire,Completed,REF-29677109
TXN-000615,CUS-0022,,,Fee,488.25,2020-04-01,Cheque,Completed,REF-98783194
TXN-000616,CUS-0019,,INV-00280,Investment Purchase,92879.5,2022-12-01,Credit Card,Completed,REF-31570979
TXN-000617,CUS-0116,,INV-00183,Investment Redemption,26336.34,2022-08-12,Wire,Completed,REF-78027985
TXN-000618,CUS-0003,POL-00004,,Claim Payout,31543.51,2020-09-09,Cheque,Pending,REF-82490321
TXN-000619,CUS-0122,POL-00231,,Premium Payment,2905.44,2025-04-22,Credit Card,Completed,REF-35355653
TXN-000620,CUS-0022,POL-00041,,Claim Payout,29986.18,2021-01-09,EFT,Completed,REF-31183715
TXN-000621,CUS-0128,,INV-00139,Investment Purchase,79354.87,2024-09-30,Credit Card,Completed,REF-72191000
TXN-000622,CUS-0101,,INV-00297,Investment Redemption,47191.87,2025-05-08,EFT,Completed,REF-45854181
TXN-000623,CUS-0091,POL-00170,,Premium Payment,2793.0,2021-04-27,EFT,Completed,REF-87977109
TXN-000624,CUS-0091,POL-00170,,Claim Payout,2814.95,2020-06-29,Credit Card,Completed,REF-33760468
TXN-000625,CUS-0173,POL-00335,,Claim Payout,166377.67,2023-09-27,Cheque,Completed,REF-24362489
TXN-000626,CUS-0118,,INV-00298,Investment Redemption,39994.28,2024-06-18,EFT,Completed,REF-91167742
TXN-000627,CUS-0180,,INV-00145,Dividend,4183.68,2024-03-21,Credit Card,Completed,REF-45545064
TXN-000628,CUS-0110,,INV-00014,Dividend,1364.94,2025-09-26,EFT,Completed,REF-69585481
TXN-000629,CUS-0144,POL-00279,,Premium Payment,528.48,2021-02-22,Credit Card,Completed,REF-57723980
TXN-000630,CUS-0063,,INV-00209,Investment Purchase,28246.51,2026-02-17,Credit Card,Completed,REF-45690939
TXN-000631,CUS-0137,,INV-00257,Investment Purchase,23567.25,2020-06-17,Credit Card,Pending,REF-44699521
TXN-000632,CUS-0039,POL-00070,,Claim Payout,30296.15,2020-10-06,EFT,Completed,REF-21969785
TXN-000633,CUS-0055,POL-00100,,Premium Payment,401.55,2022-10-13,Credit Card,Completed,REF-37457064
TXN-000634,CUS-0028,,INV-00120,Investment Redemption,11060.52,2024-07-27,Cheque,Pending,REF-35042392
TXN-000635,CUS-0012,,INV-00131,Dividend,1640.03,2025-09-24,Cheque,Completed,REF-12943511
TXN-000636,CUS-0093,,INV-00143,Dividend,3764.86,2025-07-22,EFT,Completed,REF-92715650
TXN-000637,CUS-0082,POL-00150,,Premium Payment,5893.56,2022-03-02,Cheque,Completed,REF-13792316
TXN-000638,CUS-0107,,INV-00206,Investment Redemption,42333.83,2025-04-09,Wire,Completed,REF-18768924
TXN-000639,CUS-0033,,INV-00133,Investment Redemption,29930.09,2026-02-16,EFT,Completed,REF-63781664
TXN-000640,CUS-0142,POL-00272,,Claim Payout,7995.11,2021-01-31,Wire,Completed,REF-46355566
TXN-000641,CUS-0027,POL-00049,,Claim Payout,42066.86,2022-01-26,Wire,Failed,REF-45571248
TXN-000642,CUS-0158,,INV-00276,Investment Purchase,62123.26,2022-10-16,Wire,Completed,REF-93019717
TXN-000643,CUS-0080,,INV-00260,Investment Purchase,38735.08,2023-07-03,EFT,Completed,REF-53933035
TXN-000644,CUS-0067,POL-00122,,Premium Payment,5901.0,2020-07-20,Credit Card,Completed,REF-90410932
TXN-000645,CUS-0015,,INV-00245,Investment Purchase,99473.72,2022-10-06,Wire,Completed,REF-15971136
TXN-000646,CUS-0019,POL-00035,,Claim Payout,189248.86,2020-11-17,EFT,Completed,REF-40476715
TXN-000647,CUS-0138,,,Fee,378.83,2026-03-24,Credit Card,Pending,REF-66539060
TXN-000648,CUS-0106,POL-00198,,Premium Payment,62.8,2021-02-13,Cheque,Completed,REF-53976954
TXN-000649,CUS-0015,POL-00026,,Claim Payout,24532.65,2020-07-20,Cheque,Completed,REF-28238410
TXN-000650,CUS-0149,POL-00288,,Premium Payment,5052.0,2022-01-02,Wire,Completed,REF-60337643
TXN-000651,CUS-0071,,INV-00286,Investment Purchase,61725.66,2024-11-01,EFT,Completed,REF-53872350
TXN-000652,CUS-0068,,INV-00083,Investment Redemption,1210.58,2023-06-26,Cheque,Completed,REF-75770619
TXN-000653,CUS-0088,,INV-00276,Investment Redemption,44676.95,2025-01-19,Cheque,Completed,REF-52806362
TXN-000654,CUS-0050,,INV-00260,Dividend,4036.06,2020-04-28,Credit Card,Completed,REF-59597432
TXN-000655,CUS-0104,POL-00195,,Premium Payment,213.08,2021-06-19,Credit Card,Pending,REF-66201522
TXN-000656,CUS-0075,POL-00138,,Premium Payment,81.84,2021-03-20,Cheque,Completed,REF-91020593
TXN-000657,CUS-0059,,INV-00028,Investment Purchase,1906.45,2024-10-08,Credit Card,Completed,REF-25893296
TXN-000658,CUS-0076,POL-00139,,Premium Payment,357.05,2025-01-25,Wire,Completed,REF-98133285
TXN-000659,CUS-0103,POL-00193,,Claim Payout,38308.54,2020-10-02,EFT,Completed,REF-20611935
TXN-000660,CUS-0182,POL-00354,,Premium Payment,7794.36,2021-01-13,Cheque,Completed,REF-81592930
TXN-000661,CUS-0164,,INV-00199,Investment Redemption,49671.99,2020-01-26,EFT,Completed,REF-24542202
TXN-000662,CUS-0133,POL-00255,,Claim Payout,24319.42,2025-07-18,Credit Card,Reversed,REF-36291079
TXN-000663,CUS-0045,,,Fee,293.14,2024-01-07,EFT,Completed,REF-46667896
TXN-000664,CUS-0184,POL-00359,,Claim Payout,8488.76,2022-12-13,Wire,Pending,REF-20219296
TXN-000665,CUS-0029,POL-00052,,Premium Payment,559.02,2020-08-07,Cheque,Completed,REF-40710031
TXN-000666,CUS-0123,,INV-00176,Investment Redemption,11784.81,2023-11-17,Wire,Completed,REF-81442747
TXN-000667,CUS-0142,POL-00274,,Premium Payment,285.48,2021-11-22,Cheque,Completed,REF-78995442
TXN-000668,CUS-0033,POL-00062,,Premium Payment,516.87,2026-04-02,Credit Card,Completed,REF-77573618
TXN-000669,CUS-0065,POL-00116,,Premium Payment,2127.84,2023-01-04,Wire,Completed,REF-44153671
TXN-000670,CUS-0095,POL-00177,,Premium Payment,891.03,2025-03-28,Credit Card,Completed,REF-36415300
TXN-000671,CUS-0020,,,Fee,64.59,2022-03-03,Wire,Completed,REF-48314592
TXN-000672,CUS-0158,,INV-00252,Investment Redemption,34267.52,2020-12-13,Wire,Completed,REF-37686424
TXN-000673,CUS-0076,POL-00141,,Premium Payment,446.58,2021-11-12,EFT,Completed,REF-35719895
TXN-000674,CUS-0143,,,Fee,274.06,2021-11-26,Wire,Pending,REF-57463440
TXN-000675,CUS-0168,,INV-00278,Investment Redemption,3508.52,2020-10-02,Wire,Completed,REF-43143453
TXN-000676,CUS-0066,,,Fee,171.19,2022-03-07,Credit Card,Completed,REF-53620722
TXN-000677,CUS-0129,,INV-00075,Investment Redemption,13704.88,2022-07-28,Credit Card,Completed,REF-51014748
TXN-000678,CUS-0180,POL-00348,,Premium Payment,8558.28,2025-10-09,Wire,Completed,REF-69128491
TXN-000679,CUS-0074,POL-00137,,Claim Payout,373797.28,2024-10-06,Credit Card,Completed,REF-47427169
TXN-000680,CUS-0172,POL-00334,,Premium Payment,166.65,2022-12-07,EFT,Completed,REF-81368528
TXN-000681,CUS-0137,POL-00263,,Premium Payment,203.53,2020-09-27,Credit Card,Completed,REF-70443135
TXN-000682,CUS-0142,,INV-00055,Investment Redemption,1270.69,2023-08-05,EFT,Completed,REF-29741221
TXN-000683,CUS-0129,,INV-00263,Investment Purchase,66445.98,2026-01-16,Wire,Completed,REF-88695322
TXN-000684,CUS-0199,,INV-00080,Investment Purchase,88595.12,2020-09-06,Cheque,Completed,REF-74591054
TXN-000685,CUS-0035,,INV-00246,Investment Purchase,11360.76,2025-01-14,Cheque,Completed,REF-60578899
TXN-000686,CUS-0023,POL-00042,,Premium Payment,226.42,2022-10-31,Credit Card,Completed,REF-37344860
TXN-000687,CUS-0167,,,Fee,120.93,2025-01-15,Credit Card,Completed,REF-41979677
TXN-000688,CUS-0027,,INV-00078,Investment Purchase,97602.81,2026-03-01,Wire,Completed,REF-31087800
TXN-000689,CUS-0146,,INV-00108,Dividend,4917.86,2025-10-18,EFT,Pending,REF-87587787
TXN-000690,CUS-0055,,INV-00086,Investment Purchase,15424.86,2020-07-02,EFT,Pending,REF-34845617
TXN-000691,CUS-0001,POL-00001,,Premium Payment,1682.88,2020-09-15,Wire,Completed,REF-71915863
TXN-000692,CUS-0030,POL-00055,,Claim Payout,81611.79,2020-05-02,Wire,Completed,REF-61839427
TXN-000693,CUS-0141,POL-00271,,Premium Payment,399.27,2023-04-25,Wire,Completed,REF-22474259
TXN-000694,CUS-0186,POL-00362,,Premium Payment,1311.48,2026-03-15,Cheque,Completed,REF-97224832
TXN-000695,CUS-0022,POL-00041,,Premium Payment,227.43,2025-05-30,Credit Card,Completed,REF-36170767
TXN-000696,CUS-0105,POL-00197,,Premium Payment,633.33,2021-02-04,Credit Card,Completed,REF-12268507
TXN-000697,CUS-0193,POL-00374,,Claim Payout,13881.23,2022-01-17,Cheque,Completed,REF-54214537
TXN-000698,CUS-0151,,INV-00195,Dividend,2215.8,2020-11-01,EFT,Completed,REF-68507072
TXN-000699,CUS-0172,POL-00333,,Claim Payout,48228.36,2024-09-24,EFT,Completed,REF-11750455
TXN-000700,CUS-0101,,INV-00190,Dividend,1530.5,2020-12-20,Credit Card,Completed,REF-47875241
TXN-000701,CUS-0115,POL-00217,,Premium Payment,97.92,2021-02-15,Cheque,Completed,REF-93028933
TXN-000702,CUS-0134,POL-00256,,Claim Payout,18680.57,2026-04-19,Wire,Completed,REF-66329894
TXN-000703,CUS-0076,,INV-00284,Investment Purchase,14941.84,2025-12-28,Wire,Completed,REF-31381637
TXN-000704,CUS-0118,POL-00223,,Claim Payout,26633.75,2026-01-20,EFT,Completed,REF-73414980
TXN-000705,CUS-0175,,INV-00249,Investment Purchase,78377.34,2020-10-24,Cheque,Completed,REF-89371251
TXN-000706,CUS-0093,POL-00174,,Claim Payout,42272.7,2025-02-04,EFT,Pending,REF-89819497
TXN-000707,CUS-0006,POL-00008,,Premium Payment,1295.79,2021-06-27,Cheque,Completed,REF-71008953
TXN-000708,CUS-0162,,,Fee,265.77,2026-04-08,Credit Card,Pending,REF-61021584
TXN-000709,CUS-0021,POL-00039,,Premium Payment,3660.96,2024-02-18,EFT,Failed,REF-71872428
TXN-000710,CUS-0131,POL-00251,,Claim Payout,48590.01,2021-04-27,Wire,Completed,REF-49028814
TXN-000711,CUS-0172,,INV-00071,Investment Redemption,24669.75,2024-04-26,EFT,Completed,REF-22961673
TXN-000712,CUS-0166,,INV-00283,Investment Purchase,15320.69,2021-01-11,Wire,Completed,REF-28491280
TXN-000713,CUS-0046,POL-00084,,Claim Payout,13369.21,2021-07-31,Wire,Completed,REF-54864614
TXN-000714,CUS-0020,,INV-00231,Investment Purchase,6286.06,2022-12-18,Cheque,Completed,REF-45755742
TXN-000715,CUS-0027,,INV-00284,Dividend,1765.73,2023-04-17,EFT,Completed,REF-52810146
TXN-000716,CUS-0130,POL-00248,,Claim Payout,642.86,2021-08-02,Cheque,Completed,REF-76698823
TXN-000717,CUS-0182,,,Fee,291.52,2020-07-22,Wire,Completed,REF-39468480
TXN-000718,CUS-0088,,INV-00210,Dividend,1411.79,2020-08-04,Credit Card,Completed,REF-28255279
TXN-000719,CUS-0121,POL-00228,,Premium Payment,845.61,2025-08-22,Cheque,Completed,REF-47580770
TXN-000720,CUS-0023,POL-00042,,Premium Payment,226.42,2025-10-31,Credit Card,Completed,REF-31598016
TXN-000721,CUS-0184,,INV-00232,Investment Purchase,24796.68,2021-07-12,EFT,Reversed,REF-62275935
TXN-000722,CUS-0139,,INV-00192,Dividend,80.92,2020-09-26,Cheque,Completed,REF-85491870
TXN-000723,CUS-0193,,INV-00031,Investment Purchase,10055.22,2024-03-02,Credit Card,Reversed,REF-72253115
TXN-000724,CUS-0028,,,Fee,490.72,2020-12-18,Wire,Completed,REF-20854298
TXN-000725,CUS-0012,,INV-00186,Investment Redemption,11756.93,2024-12-09,Credit Card,Completed,REF-36791143
TXN-000726,CUS-0119,POL-00225,,Premium Payment,2181.0,2024-10-28,EFT,Completed,REF-10617870
TXN-000727,CUS-0066,,INV-00045,Dividend,4392.42,2023-07-03,Cheque,Completed,REF-49330568
TXN-000728,CUS-0166,POL-00324,,Premium Payment,585.48,2025-11-07,Credit Card,Completed,REF-65314483
TXN-000729,CUS-0153,POL-00297,,Premium Payment,1038.39,2023-02-16,EFT,Reversed,REF-65488239
TXN-000730,CUS-0023,,,Fee,480.07,2025-10-09,Wire,Failed,REF-37136755
TXN-000731,CUS-0138,,,Fee,50.49,2020-10-16,Cheque,Completed,REF-16094013
TXN-000732,CUS-0199,POL-00389,,Premium Payment,7071.96,2022-06-27,EFT,Completed,REF-72850412
TXN-000733,CUS-0055,,,Fee,485.7,2024-01-14,Credit Card,Completed,REF-55284404
TXN-000734,CUS-0039,,,Fee,216.13,2020-09-04,Cheque,Completed,REF-83238590
TXN-000735,CUS-0191,POL-00370,,Claim Payout,22666.33,2026-02-22,Cheque,Completed,REF-50208372
TXN-000736,CUS-0129,,INV-00100,Dividend,2758.45,2021-12-25,Credit Card,Completed,REF-61355068
TXN-000737,CUS-0162,,INV-00153,Dividend,2059.17,2021-07-18,Cheque,Completed,REF-54827714
TXN-000738,CUS-0114,POL-00216,,Premium Payment,4805.76,2020-07-24,Wire,Completed,REF-93198164
TXN-000739,CUS-0021,POL-00040,,Premium Payment,258.18,2024-06-14,Credit Card,Completed,REF-11306363
TXN-000740,CUS-0139,,INV-00171,Investment Purchase,90329.02,2023-08-22,Wire,Completed,REF-94415442
TXN-000741,CUS-0188,,INV-00015,Investment Purchase,66942.16,2021-02-20,EFT,Pending,REF-21184988
TXN-000742,CUS-0119,,INV-00260,Dividend,4709.95,2021-01-23,EFT,Completed,REF-29102432
TXN-000743,CUS-0076,POL-00141,,Premium Payment,446.58,2024-12-28,EFT,Completed,REF-33776348
TXN-000744,CUS-0007,POL-00010,,Premium Payment,57.02,2024-02-28,Cheque,Failed,REF-45976961
TXN-000745,CUS-0022,,INV-00091,Investment Purchase,99822.88,2020-12-04,Credit Card,Completed,REF-68752116
TXN-000746,CUS-0145,,INV-00183,Dividend,4366.02,2020-08-31,Wire,Completed,REF-16814758
TXN-000747,CUS-0029,POL-00053,,Premium Payment,5818.08,2022-05-28,Credit Card,Pending,REF-56576842
TXN-000748,CUS-0168,,INV-00133,Dividend,2228.77,2023-10-23,Cheque,Completed,REF-15882210
TXN-000749,CUS-0127,,INV-00052,Dividend,3836.68,2022-02-22,Wire,Pending,REF-89854240
TXN-000750,CUS-0091,,INV-00188,Investment Purchase,64747.42,2022-08-02,EFT,Completed,REF-16461845
TXN-000751,CUS-0101,POL-00190,,Premium Payment,340.17,2022-06-04,EFT,Reversed,REF-37281556
TXN-000752,CUS-0149,,INV-00061,Investment Purchase,1297.42,2023-11-27,EFT,Completed,REF-38791442
TXN-000753,CUS-0130,POL-00249,,Claim Payout,3688.27,2026-02-01,EFT,Completed,REF-39713306
TXN-000754,CUS-0087,,INV-00090,Dividend,4801.23,2024-01-11,Credit Card,Completed,REF-60170562
TXN-000755,CUS-0088,,INV-00076,Investment Purchase,5524.76,2024-05-07,EFT,Completed,REF-64701384
TXN-000756,CUS-0146,,INV-00296,Dividend,114.59,2020-03-19,Wire,Completed,REF-83483941
TXN-000757,CUS-0140,POL-00270,,Premium Payment,6081.0,2024-12-04,EFT,Completed,REF-42431822
TXN-000758,CUS-0129,,INV-00137,Dividend,3487.22,2021-05-28,Credit Card,Completed,REF-98880638
TXN-000759,CUS-0074,POL-00137,,Premium Payment,271.8,2024-03-15,EFT,Pending,REF-10373002
TXN-000760,CUS-0118,POL-00224,,Claim Payout,38058.76,2021-10-05,EFT,Completed,REF-39254929
TXN-000761,CUS-0090,POL-00168,,Premium Payment,268.11,2020-10-25,Wire,Completed,REF-52024054
TXN-000762,CUS-0101,POL-00189,,Premium Payment,1219.95,2023-03-16,Cheque,Completed,REF-34665225
TXN-000763,CUS-0161,,INV-00096,Investment Purchase,66487.65,2021-09-04,Credit Card,Completed,REF-51300844
TXN-000764,CUS-0025,POL-00044,,Premium Payment,300.83,2020-03-03,EFT,Completed,REF-86680961
TXN-000765,CUS-0108,POL-00201,,Premium Payment,50.55,2023-12-29,Wire,Completed,REF-78509660
TXN-000766,CUS-0004,POL-00006,,Premium Payment,869.28,2021-04-22,Wire,Completed,REF-69602309
TXN-000767,CUS-0035,POL-00066,,Premium Payment,6357.24,2023-02-27,Cheque,Pending,REF-71275566
TXN-000768,CUS-0145,POL-00281,,Premium Payment,230.16,2023-08-17,Credit Card,Pending,REF-21774497
TXN-000769,CUS-0189,POL-00367,,Premium Payment,1431.36,2023-06-30,EFT,Completed,REF-40996935
TXN-000770,CUS-0062,,INV-00215,Dividend,3371.63,2022-01-03,Credit Card,Completed,REF-71414425
TXN-000771,CUS-0134,POL-00256,,Claim Payout,4348.02,2025-03-07,EFT,Reversed,REF-89971987
TXN-000772,CUS-0114,POL-00216,,Premium Payment,4805.76,2021-01-07,Credit Card,Pending,REF-40286199
TXN-000773,CUS-0141,,INV-00004,Investment Redemption,9456.16,2024-11-02,Credit Card,Completed,REF-23284153
TXN-000774,CUS-0156,,INV-00088,Investment Purchase,7684.99,2025-11-18,Wire,Completed,REF-10573904
TXN-000775,CUS-0145,,INV-00049,Investment Purchase,43939.75,2021-04-04,Credit Card,Completed,REF-81877693
TXN-000776,CUS-0141,POL-00271,,Claim Payout,36651.34,2023-07-05,Wire,Completed,REF-73142083
TXN-000777,CUS-0177,POL-00343,,Premium Payment,7782.72,2024-04-12,EFT,Completed,REF-16757047
TXN-000778,CUS-0198,,INV-00174,Investment Redemption,45899.81,2025-05-14,Credit Card,Completed,REF-19015235
TXN-000779,CUS-0097,,INV-00080,Investment Purchase,51343.51,2025-05-18,Cheque,Pending,REF-54519864
TXN-000780,CUS-0080,,INV-00028,Dividend,3303.91,2025-10-05,Wire,Completed,REF-31812203
TXN-000781,CUS-0046,POL-00083,,Premium Payment,379.77,2023-04-21,Credit Card,Completed,REF-28155669
TXN-000782,CUS-0040,,INV-00031,Investment Purchase,25944.24,2023-02-10,Cheque,Completed,REF-97890289
TXN-000783,CUS-0034,POL-00064,,Premium Payment,841.92,2020-09-27,Cheque,Completed,REF-87480448
TXN-000784,CUS-0051,,INV-00006,Investment Purchase,67639.5,2020-02-23,Credit Card,Completed,REF-16805868
TXN-000785,CUS-0183,POL-00356,,Premium Payment,161.67,2022-06-16,Credit Card,Pending,REF-68909058
TXN-000786,CUS-0033,POL-00062,,Claim Payout,9057.32,2022-09-25,Credit Card,Completed,REF-15560483
TXN-000787,CUS-0195,,,Fee,74.01,2021-01-18,EFT,Completed,REF-64647821
TXN-000788,CUS-0051,POL-00091,,Premium Payment,3937.44,2020-08-23,Credit Card,Completed,REF-69051822
TXN-000789,CUS-0092,POL-00173,,Claim Payout,45203.12,2021-01-28,Credit Card,Completed,REF-27719312
TXN-000790,CUS-0176,,INV-00012,Investment Redemption,32762.18,2021-01-02,EFT,Completed,REF-73038907
TXN-000791,CUS-0156,POL-00303,,Premium Payment,5980.44,2021-10-13,Credit Card,Completed,REF-26016420
TXN-000792,CUS-0008,,INV-00135,Dividend,1277.31,2026-01-25,EFT,Pending,REF-93226902
TXN-000793,CUS-0042,POL-00075,,Claim Payout,28590.71,2022-04-11,Wire,Failed,REF-75343616
TXN-000794,CUS-0015,POL-00026,,Premium Payment,22.49,2024-07-20,Cheque,Completed,REF-66060603
TXN-000795,CUS-0101,,,Fee,235.65,2020-06-15,Wire,Completed,REF-30531509
TXN-000796,CUS-0132,POL-00253,,Premium Payment,107.28,2024-01-22,Cheque,Completed,REF-88009158
TXN-000797,CUS-0196,POL-00382,,Premium Payment,43.34,2023-05-15,Wire,Completed,REF-67912960
TXN-000798,CUS-0051,POL-00091,,Claim Payout,14915.93,2022-02-11,Wire,Completed,REF-56142700
TXN-000799,CUS-0166,POL-00324,,Premium Payment,585.48,2021-11-16,Credit Card,Completed,REF-32675186
TXN-000800,CUS-0112,POL-00213,,Claim Payout,14763.19,2020-12-28,Credit Card,Completed,REF-44323019
